gender,city_category,occupation,stay_years,marital_status,purchase_amount,quantity,product_category,payment_method,age_group
M,B,17,0,1,532.99,4,Alimentos,Cartao_Debito,51-55
M,B,3,3,0,380.11,1,Roupas,Cartao_Debito,26-35
M,A,8,4,0,459.63,5,Alimentos,PIX,18-25
M,A,12,3,0,183.11,4,Casa,Cartao_Credito,51-55
F,B,9,3,1,259.67,1,Beleza,Dinheiro,51-55
M,B,8,0,0,616.79,4,Alimentos,Cartao_Credito,46-50
F,B,7,3,1,668.62,5,Beleza,PIX,46-50
M,C,1,3,1,426.73,2,Eletronicos,Dinheiro,26-35
M,A,18,0,0,979.83,4,Eletronicos,Cartao_Credito,51-55
M,B,19,1,0,547.2,4,Casa,Cartao_Credito,51-55
M,C,1,4,0,350.77,1,Eletronicos,PIX,18-25
M,B,8,4,1,194.06,3,Alimentos,PIX,36-45
M,B,10,0,0,956.46,3,Eletronicos,PIX,18-25
M,B,16,3,0,640.46,2,Eletronicos,Cartao_Credito,55+
M,A,20,2,0,1186.77,2,Casa,Cartao_Credito,51-55
F,C,8,2,0,1480.46,4,Alimentos,Cartao_Credito,36-45
M,B,15,2,1,186.39,4,Esportes,Cartao_Debito,51-55
F,B,19,4,1,186.68,2,Casa,Cartao_Debito,51-55
M,B,17,2,0,72.39,1,Esportes,Dinheiro,51-55
F,B,6,2,1,699.96,4,Roupas,Cartao_Debito,46-50
F,A,17,3,1,598.18,1,Alimentos,PIX,55+
F,C,8,2,0,427.8,1,Roupas,PIX,36-45
F,B,0,4,0,193.31,2,Brinquedos,Cartao_Debito,0-17
M,A,15,1,1,382.44,5,Casa,Cartao_Credito,51-55
M,B,17,4,1,450.71,4,Esportes,Cartao_Debito,55+
M,C,7,3,0,645.25,2,Esportes,Cartao_Credito,18-25
F,B,9,4,0,475.23,3,Alimentos,Cartao_Credito,26-35
F,B,7,1,1,600.81,5,Alimentos,Cartao_Debito,46-50
M,B,2,2,1,374.47,4,Casa,Cartao_Credito,36-45
F,C,20,0,0,819.66,4,Roupas,PIX,51-55
M,B,0,4,0,589.36,1,Esportes,Cartao_Debito,0-17
F,C,11,4,1,197.92,2,Beleza,Dinheiro,55+
F,A,0,1,0,928.46,1,Roupas,Cartao_Credito,18-25
M,C,14,0,0,841.63,5,Eletronicos,PIX,51-55
F,C,18,3,1,533.41,2,Casa,Cartao_Credito,55+
F,B,13,3,0,477.44,3,Beleza,Cartao_Credito,51-55
M,B,12,2,1,1091.35,3,Alimentos,Cartao_Credito,55+
M,A,17,0,1,151.41,3,Esportes,Cartao_Credito,55+
M,B,20,4,0,849.57,1,Eletronicos,Cartao_Credito,55+
F,A,18,2,0,303.16,5,Beleza,PIX,51-55
M,A,4,3,1,778.3,2,Eletronicos,Cartao_Debito,46-50
F,C,11,4,0,433.64,5,Casa,Cartao_Debito,46-50
F,A,17,2,1,191.38,4,Beleza,Cartao_Credito,51-55
M,B,6,0,0,299.49,4,Esportes,Cartao_Debito,26-35
M,B,14,4,1,744.74,4,Alimentos,Boleto,55+
F,B,0,3,0,355.62,5,Brinquedos,Cartao_Debito,0-17
F,B,18,4,0,277.86,2,Roupas,PIX,55+
M,B,12,3,1,276.75,2,Eletronicos,Cartao_Debito,46-50
M,B,15,4,0,593.09,4,Eletronicos,PIX,51-55
M,C,17,4,0,1153.3,2,Casa,Cartao_Debito,55+
F,B,4,1,1,111.66,5,Beleza,Cartao_Debito,46-50
M,C,9,0,1,2165.51,1,Alimentos,Cartao_Debito,51-55
F,B,18,0,0,455.89,5,Casa,PIX,55+
M,B,3,3,1,571.43,2,Esportes,Cartao_Credito,36-45
F,A,17,1,0,310.52,1,Casa,Boleto,51-55
M,A,6,2,0,402.58,4,Eletronicos,Dinheiro,18-25
M,C,12,3,0,452.83,2,Casa,PIX,46-50
F,B,10,2,1,214.98,2,Beleza,Boleto,51-55
F,B,14,0,1,248.79,3,Casa,Dinheiro,55+
M,C,17,1,0,821.18,3,Esportes,Cartao_Credito,51-55
M,B,7,0,1,158.95,1,Esportes,Dinheiro,46-50
M,C,3,1,0,525.64,1,Esportes,Cartao_Debito,18-25
M,B,8,3,0,323.01,3,Esportes,PIX,26-35
M,C,12,2,0,226.69,2,Brinquedos,PIX,36-45
F,A,15,3,1,1317.06,3,Beleza,Cartao_Debito,51-55
M,A,15,0,0,227.53,4,Alimentos,Dinheiro,55+
F,B,7,3,1,204.78,4,Casa,PIX,36-45
M,A,19,2,0,360.62,1,Casa,Cartao_Debito,55+
M,C,1,1,1,254.39,5,Esportes,Dinheiro,26-35
F,B,2,3,0,404.98,4,Roupas,Dinheiro,26-35
M,A,0,0,0,442.85,1,Esportes,Cartao_Credito,18-25
F,A,19,2,1,464.42,4,Brinquedos,Cartao_Credito,55+
M,C,3,2,1,374.53,5,Casa,Cartao_Debito,46-50
F,B,12,0,1,264.73,3,Casa,Cartao_Credito,55+
F,C,17,4,0,593.5,5,Roupas,Cartao_Credito,46-50
F,A,16,1,1,377.28,5,Alimentos,Cartao_Credito,55+
M,C,19,0,0,299.65,5,Brinquedos,Cartao_Debito,51-55
M,B,1,2,1,980.43,5,Casa,PIX,36-45
M,B,8,4,1,375.11,1,Alimentos,Cartao_Debito,51-55
M,B,10,3,1,776.81,1,Alimentos,Cartao_Credito,46-50
M,A,14,3,1,842.27,4,Casa,Cartao_Debito,55+
M,C,13,4,0,873.58,4,Eletronicos,Cartao_Credito,46-50
M,C,11,0,0,610.75,3,Casa,PIX,46-50
M,B,6,2,1,403.28,2,Esportes,Dinheiro,46-50
M,C,2,1,0,388.22,5,Roupas,PIX,18-25
M,A,9,3,0,348.46,3,Eletronicos,Cartao_Credito,46-50
M,A,5,4,1,109.93,4,Alimentos,Cartao_Debito,36-45
F,A,11,0,1,620.97,4,Alimentos,Cartao_Credito,55+
M,B,16,0,1,467.16,5,Esportes,PIX,55+
M,A,11,4,1,662.03,4,Alimentos,Cartao_Credito,51-55
M,B,12,2,1,376.08,4,Alimentos,Cartao_Debito,51-55
F,A,0,1,0,601.18,5,Beleza,Cartao_Credito,0-17
M,C,13,0,1,176.53,1,Esportes,Cartao_Debito,55+
F,C,9,1,1,200.02,4,Alimentos,PIX,51-55
F,B,2,0,1,91.31,3,Beleza,PIX,18-25
M,A,4,1,1,372.18,4,Eletronicos,Cartao_Credito,26-35
F,C,16,0,0,253.78,2,Casa,Dinheiro,51-55
F,A,19,0,1,234.62,3,Beleza,Dinheiro,51-55
M,C,10,4,1,493.14,2,Eletronicos,Dinheiro,46-50
M,B,20,3,0,312.53,1,Casa,PIX,55+
F,B,3,4,1,170.74,3,Beleza,PIX,36-45
F,A,6,1,1,1857.26,1,Beleza,Cartao_Credito,46-50
M,C,19,1,0,394.57,1,Eletronicos,Dinheiro,51-55
M,C,3,1,1,210.63,3,Esportes,Boleto,36-45
F,B,13,2,0,269.91,5,Roupas,PIX,46-50
M,C,4,0,0,363.62,4,Esportes,Cartao_Debito,18-25
F,C,6,1,1,363.16,1,Beleza,PIX,46-50
M,A,10,4,1,881.21,1,Esportes,PIX,51-55
F,C,7,1,0,384.65,3,Beleza,Dinheiro,46-50
F,B,18,3,0,1227.98,3,Beleza,PIX,46-50
F,B,20,1,1,311.23,1,Beleza,Dinheiro,55+
F,A,10,4,1,521.06,2,Alimentos,Boleto,51-55
F,C,11,3,0,744.85,1,Casa,Cartao_Debito,26-35
F,C,1,4,0,826.41,3,Eletronicos,Boleto,18-25
F,A,4,2,0,886.36,4,Roupas,Cartao_Debito,18-25
M,B,0,4,0,342.68,2,Esportes,Dinheiro,18-25
F,B,17,1,0,402.1,3,Roupas,Boleto,51-55
M,C,4,2,0,91.14,2,Esportes,PIX,0-17
F,C,7,0,1,358.67,5,Roupas,Dinheiro,46-50
F,B,17,0,1,776.47,1,Roupas,Cartao_Debito,51-55
M,B,14,3,0,690.97,3,Casa,PIX,51-55
M,B,13,1,1,383.03,2,Eletronicos,PIX,55+
M,B,0,0,1,1118.21,3,Eletronicos,Cartao_Debito,26-35
F,B,11,1,0,320.41,3,Alimentos,Cartao_Debito,36-45
M,A,11,1,1,262.52,4,Casa,Dinheiro,51-55
M,A,6,3,0,304.63,5,Esportes,Dinheiro,26-35
F,B,15,0,1,205.72,3,Casa,PIX,55+
F,C,19,0,1,586.07,2,Beleza,Cartao_Debito,55+
M,B,5,3,1,479.67,3,Esportes,Dinheiro,36-45
M,A,6,0,0,581.72,3,Eletronicos,Cartao_Debito,26-35
F,C,6,2,1,314.62,5,Roupas,PIX,46-50
F,C,17,3,0,389.61,3,Beleza,PIX,51-55
F,B,1,2,0,109.17,5,Beleza,PIX,0-17
M,A,18,0,1,505.59,4,Casa,Cartao_Debito,55+
M,B,16,3,0,428.08,3,Esportes,Cartao_Debito,51-55
M,B,10,0,0,208.45,2,Casa,PIX,46-50
F,B,12,1,1,378.87,2,Roupas,Dinheiro,55+
M,A,18,0,1,345.6,1,Casa,Boleto,55+
M,A,16,2,0,1162.8,3,Esportes,Cartao_Credito,46-50
F,B,5,3,0,213.43,5,Casa,Boleto,26-35
F,C,1,3,0,492.19,1,Alimentos,PIX,18-25
F,B,13,0,1,209.67,5,Roupas,Cartao_Debito,51-55
M,A,3,1,0,288.67,5,Eletronicos,PIX,0-17
M,B,1,0,1,476.32,3,Eletronicos,Cartao_Credito,18-25
M,C,20,1,0,355.38,2,Alimentos,Cartao_Credito,55+
M,A,9,1,0,401.98,3,Esportes,Boleto,36-45
M,B,13,3,0,492.57,5,Esportes,Cartao_Debito,36-45
M,B,4,3,1,300.0,1,Eletronicos,Cartao_Debito,36-45
F,B,2,4,0,685.73,3,Eletronicos,Cartao_Credito,18-25
F,C,1,1,1,335.87,1,Roupas,PIX,36-45
F,C,7,0,0,380.49,4,Beleza,Dinheiro,36-45
M,B,0,0,1,501.09,1,Alimentos,Cartao_Debito,36-45
M,A,8,4,0,462.29,2,Esportes,Cartao_Credito,36-45
M,B,6,4,0,593.8,4,Casa,Cartao_Debito,36-45
M,A,11,1,0,487.93,4,Beleza,Cartao_Debito,36-45
M,B,12,4,0,534.55,2,Brinquedos,Boleto,46-50
M,C,6,2,0,331.88,3,Esportes,PIX,36-45
F,C,9,0,1,212.46,1,Casa,Dinheiro,51-55
M,B,1,1,1,171.3,3,Eletronicos,Boleto,26-35
F,B,6,1,0,148.05,1,Roupas,PIX,18-25
M,A,20,3,0,1161.7,5,Esportes,Cartao_Credito,51-55
M,B,20,0,0,106.95,1,Casa,PIX,51-55
M,A,10,0,1,825.7,4,Esportes,PIX,36-45
M,C,19,3,0,246.53,3,Esportes,Cartao_Debito,51-55
M,C,10,1,0,822.1,2,Brinquedos,Cartao_Credito,26-35
F,A,2,1,1,107.61,3,Casa,PIX,36-45
M,B,18,4,0,350.35,1,Eletronicos,Dinheiro,55+
M,B,8,4,0,965.28,3,Esportes,Cartao_Credito,36-45
F,C,12,2,0,618.89,4,Beleza,Cartao_Credito,36-45
M,B,13,4,0,329.52,3,Esportes,Cartao_Credito,36-45
F,A,6,4,0,125.74,2,Roupas,Boleto,18-25
M,B,15,2,1,182.46,3,Esportes,PIX,55+
F,A,10,4,1,928.42,5,Casa,Cartao_Credito,46-50
M,B,7,0,0,327.36,4,Brinquedos,Dinheiro,36-45
M,A,6,0,1,386.41,1,Eletronicos,Cartao_Debito,36-45
F,B,15,4,0,478.24,2,Roupas,Boleto,46-50
F,C,5,0,0,184.62,1,Beleza,PIX,0-17
M,A,2,3,0,515.11,2,Beleza,Cartao_Credito,18-25
F,B,18,2,1,313.64,4,Beleza,PIX,51-55
M,C,6,3,0,481.17,5,Casa,Cartao_Debito,36-45
M,A,13,3,1,285.19,3,Esportes,Dinheiro,51-55
M,B,15,0,1,156.98,4,Alimentos,PIX,51-55
F,B,17,1,0,312.18,2,Roupas,PIX,36-45
M,B,13,3,0,592.57,3,Casa,PIX,55+
F,C,14,4,0,511.03,5,Beleza,PIX,51-55
M,B,17,4,1,410.99,2,Esportes,Cartao_Debito,55+
F,B,19,4,0,691.51,2,Roupas,Cartao_Credito,55+
F,A,0,4,0,357.04,1,Roupas,Boleto,18-25
M,A,15,4,1,417.28,2,Alimentos,Cartao_Debito,51-55
M,A,3,2,0,302.52,1,Esportes,Dinheiro,26-35
M,C,18,1,0,716.21,5,Alimentos,Dinheiro,55+
F,C,1,2,0,480.54,5,Brinquedos,PIX,0-17
M,C,5,3,0,288.83,3,Eletronicos,Cartao_Debito,18-25
M,A,4,2,1,165.11,3,Eletronicos,PIX,36-45
M,B,12,4,1,782.88,2,Eletronicos,Cartao_Credito,46-50
F,C,0,3,0,258.16,1,Brinquedos,Boleto,0-17
M,B,0,1,0,421.26,3,Brinquedos,Cartao_Credito,0-17
M,A,10,4,0,1655.01,1,Eletronicos,Cartao_Credito,26-35
F,C,20,4,1,652.56,5,Beleza,PIX,55+
M,A,11,2,1,1060.71,2,Alimentos,Cartao_Credito,51-55
F,A,9,0,1,292.11,4,Casa,PIX,51-55
M,C,13,1,0,767.08,2,Eletronicos,Dinheiro,46-50
M,B,11,4,0,409.94,1,Esportes,PIX,36-45
F,B,8,0,1,502.51,3,Beleza,Boleto,46-50
F,B,12,2,0,1356.29,1,Roupas,Cartao_Credito,51-55
F,C,0,3,0,341.32,2,Roupas,PIX,0-17
M,A,5,1,1,408.12,2,Casa,Dinheiro,46-50
M,C,14,4,0,234.64,5,Esportes,PIX,51-55
M,B,7,2,0,687.51,3,Roupas,Cartao_Credito,26-35
M,A,1,0,1,288.19,4,Roupas,Cartao_Credito,18-25
M,B,2,1,0,745.18,3,Beleza,Cartao_Debito,0-17
M,B,18,1,0,149.91,5,Esportes,PIX,51-55
M,A,6,1,1,560.7,3,Alimentos,Cartao_Credito,46-50
M,B,0,4,0,274.18,5,Casa,Cartao_Debito,18-25
M,B,15,1,1,625.35,5,Alimentos,Cartao_Credito,55+
M,B,11,2,0,400.16,5,Esportes,Cartao_Debito,18-25
F,C,9,2,1,292.6,4,Beleza,PIX,51-55
F,C,18,1,0,319.92,5,Esportes,Dinheiro,51-55
M,B,6,2,1,242.2,4,Alimentos,Boleto,55+
F,B,12,1,1,666.92,2,Casa,PIX,55+
F,B,15,0,1,215.04,1,Casa,Dinheiro,55+
M,B,12,2,0,343.69,2,Esportes,Boleto,46-50
M,A,4,2,0,496.28,3,Esportes,PIX,18-25
M,B,14,0,1,1062.2,1,Casa,Cartao_Debito,51-55
M,A,15,3,1,401.18,2,Alimentos,PIX,55+
F,B,2,3,0,348.8,4,Roupas,PIX,0-17
F,C,3,1,0,475.41,2,Beleza,PIX,0-17
M,B,14,2,0,116.27,4,Casa,Cartao_Credito,51-55
F,B,2,1,1,196.53,5,Roupas,PIX,26-35
M,B,18,3,0,322.07,1,Eletronicos,Dinheiro,55+
F,B,2,0,1,263.02,4,Roupas,PIX,26-35
F,B,20,3,1,154.39,5,Roupas,PIX,55+
M,B,14,0,1,674.97,1,Esportes,Cartao_Debito,55+
M,C,9,0,1,471.47,4,Esportes,Dinheiro,51-55
F,A,5,1,0,438.85,3,Alimentos,PIX,18-25
F,B,7,0,1,266.03,4,Casa,PIX,51-55
M,B,15,2,0,423.11,1,Esportes,Cartao_Debito,46-50
M,C,15,0,0,549.31,3,Esportes,Cartao_Debito,51-55
M,C,4,1,0,344.14,2,Esportes,Boleto,18-25
F,C,11,0,0,526.76,1,Beleza,Cartao_Credito,36-45
F,B,20,4,1,250.23,4,Beleza,Dinheiro,55+
F,A,5,3,1,427.73,3,Beleza,Cartao_Credito,36-45
F,B,14,1,0,800.71,5,Roupas,Boleto,46-50
F,C,3,0,0,844.89,1,Casa,Cartao_Debito,18-25
F,C,17,4,1,894.76,4,Roupas,Dinheiro,51-55
M,C,3,3,1,478.83,4,Esportes,Dinheiro,51-55
F,A,6,4,1,411.15,4,Alimentos,PIX,46-50
M,C,9,0,0,308.19,2,Esportes,Dinheiro,26-35
M,C,7,1,1,136.39,4,Eletronicos,Cartao_Debito,51-55
F,B,3,0,0,180.02,2,Casa,PIX,18-25
F,B,13,2,0,364.73,4,Beleza,Cartao_Credito,46-50
F,B,0,0,0,378.05,3,Brinquedos,PIX,0-17
M,B,20,0,1,941.37,3,Esportes,Cartao_Debito,51-55
M,A,1,2,0,887.92,3,Eletronicos,Cartao_Credito,0-17
M,A,7,4,1,267.23,1,Esportes,Dinheiro,51-55
M,C,19,3,1,659.18,2,Esportes,Cartao_Credito,55+
M,C,3,3,0,303.01,2,Esportes,PIX,26-35
M,C,1,4,1,607.63,5,Brinquedos,Cartao_Debito,0-17
M,B,15,4,1,654.33,3,Esportes,Cartao_Debito,55+
F,A,1,0,1,850.02,1,Eletronicos,Cartao_Credito,26-35
M,A,18,1,0,300.19,1,Casa,Dinheiro,55+
M,C,9,3,1,741.43,5,Eletronicos,PIX,46-50
F,B,18,4,1,131.15,1,Alimentos,PIX,55+
M,C,5,3,0,878.07,1,Esportes,Cartao_Credito,36-45
F,B,2,3,1,397.42,2,Beleza,PIX,26-35
F,B,20,1,0,402.53,2,Casa,Dinheiro,55+
M,C,16,1,1,118.81,1,Esportes,PIX,55+
F,A,19,0,0,319.51,5,Alimentos,Cartao_Credito,51-55
F,C,6,1,0,909.86,1,Roupas,Cartao_Credito,18-25
F,B,8,0,1,312.3,4,Alimentos,PIX,51-55
F,A,12,4,0,618.98,5,Alimentos,Cartao_Credito,36-45
F,A,9,0,0,411.88,4,Beleza,PIX,18-25
F,C,5,1,1,763.26,1,Beleza,Cartao_Credito,46-50
M,B,7,4,1,452.55,4,Alimentos,Dinheiro,46-50
F,C,12,4,1,230.65,2,Casa,PIX,55+
F,C,0,1,1,417.33,3,Alimentos,Dinheiro,26-35
F,B,7,2,0,1054.4,2,Beleza,Boleto,26-35
F,C,6,2,1,543.8,4,Casa,Cartao_Debito,46-50
M,C,1,4,1,376.2,3,Esportes,Cartao_Debito,18-25
F,A,2,3,1,1561.57,1,Beleza,Cartao_Credito,26-35
F,C,10,2,1,808.78,3,Roupas,Cartao_Debito,51-55
M,B,2,1,1,658.55,4,Alimentos,PIX,46-50
M,B,7,1,1,488.04,5,Casa,Dinheiro,46-50
M,B,11,3,1,625.26,5,Eletronicos,Cartao_Debito,55+
M,C,18,4,0,637.55,1,Casa,Boleto,55+
F,A,2,0,1,108.89,5,Beleza,Cartao_Debito,26-35
M,B,9,3,0,511.3,3,Esportes,Cartao_Credito,36-45
M,B,2,2,0,366.32,4,Brinquedos,Cartao_Debito,0-17
F,A,9,0,1,298.91,2,Casa,PIX,51-55
F,C,10,0,1,358.79,4,Casa,Cartao_Debito,36-45
F,C,16,1,0,158.62,2,Beleza,Cartao_Debito,51-55
F,A,9,1,0,136.62,3,Beleza,Boleto,26-35
F,A,19,0,1,852.27,2,Beleza,Cartao_Credito,55+
F,C,2,1,1,532.35,2,Roupas,Cartao_Credito,26-35
F,A,1,4,1,94.84,3,Beleza,Cartao_Debito,26-35
M,A,0,3,1,285.48,5,Esportes,Cartao_Credito,26-35
F,C,7,1,0,684.26,4,Roupas,Cartao_Credito,18-25
M,C,4,3,0,341.04,4,Roupas,PIX,18-25
M,B,1,2,0,851.5,2,Roupas,Cartao_Credito,18-25
M,B,4,3,1,757.37,3,Esportes,PIX,36-45
F,C,20,1,1,178.75,3,Alimentos,PIX,55+
F,B,16,0,0,370.19,4,Casa,PIX,55+
M,B,0,1,1,308.32,1,Eletronicos,Dinheiro,0-17
F,C,19,4,1,175.29,1,Casa,Dinheiro,55+
M,B,4,2,1,168.58,3,Esportes,Boleto,26-35
F,B,8,0,1,248.73,5,Alimentos,PIX,51-55
F,B,6,4,0,274.64,4,Roupas,Cartao_Debito,36-45
F,B,8,4,1,478.16,5,Alimentos,Cartao_Credito,51-55
F,B,15,2,0,754.86,2,Esportes,Cartao_Credito,36-45
M,B,14,3,1,549.05,2,Casa,PIX,55+
M,B,12,0,1,632.84,4,Alimentos,Cartao_Debito,55+
F,C,13,2,0,343.79,1,Casa,Cartao_Debito,46-50
F,B,15,4,1,579.29,5,Roupas,Cartao_Credito,51-55
M,A,3,2,0,369.07,4,Esportes,Dinheiro,18-25
M,A,8,0,0,309.55,3,Esportes,PIX,18-25
M,A,2,3,1,1259.24,1,Casa,Cartao_Credito,26-35
M,C,14,3,0,99.66,2,Casa,Boleto,36-45
M,B,9,3,0,131.11,5,Eletronicos,Dinheiro,36-45
M,A,13,3,0,507.56,1,Esportes,Cartao_Credito,46-50
F,C,11,0,0,344.13,1,Eletronicos,PIX,36-45
M,A,5,0,1,170.34,2,Beleza,PIX,18-25
M,A,2,3,0,214.27,2,Eletronicos,Cartao_Debito,26-35
M,C,20,4,0,231.68,4,Esportes,Boleto,55+
M,B,6,0,0,689.11,1,Esportes,PIX,26-35
F,C,2,2,1,835.01,4,Roupas,PIX,36-45
M,C,6,2,1,1078.94,4,Esportes,PIX,46-50
F,C,18,1,0,155.49,2,Beleza,Boleto,51-55
F,A,5,3,0,177.63,3,Roupas,Cartao_Credito,26-35
M,C,20,4,1,170.48,4,Esportes,Cartao_Debito,51-55
F,C,9,4,0,874.2,5,Alimentos,Dinheiro,36-45
F,A,18,0,1,518.19,4,Alimentos,Cartao_Credito,51-55
M,C,13,2,1,423.32,5,Brinquedos,Dinheiro,55+
M,B,0,4,0,463.02,1,Roupas,Cartao_Debito,0-17
F,C,10,1,1,389.92,4,Roupas,PIX,46-50
F,B,8,4,0,205.88,4,Casa,Cartao_Debito,36-45
M,B,4,2,0,548.89,2,Esportes,PIX,0-17
F,A,11,2,1,360.8,2,Beleza,Cartao_Credito,51-55
M,C,2,1,1,196.33,1,Alimentos,PIX,36-45
F,B,14,4,1,569.39,5,Casa,Cartao_Credito,55+
M,A,17,2,0,312.48,5,Eletronicos,Cartao_Credito,51-55
M,A,1,2,0,462.43,1,Esportes,Cartao_Debito,0-17
F,C,10,2,1,374.28,2,Roupas,Boleto,51-55
F,A,13,0,1,688.71,3,Beleza,Cartao_Debito,46-50
F,B,1,3,0,460.4,5,Roupas,PIX,18-25
M,B,8,1,1,237.41,5,Eletronicos,PIX,46-50
M,A,5,1,0,489.41,5,Eletronicos,Boleto,0-17
F,B,0,3,0,499.1,5,Alimentos,Dinheiro,0-17
F,A,16,0,0,548.29,4,Casa,Cartao_Debito,36-45
M,C,9,3,1,751.09,2,Esportes,Cartao_Credito,46-50
F,C,15,2,1,278.78,4,Alimentos,Cartao_Debito,46-50
M,A,12,3,0,602.3,3,Eletronicos,Cartao_Credito,36-45
M,B,18,0,0,143.32,5,Alimentos,Cartao_Debito,51-55
M,B,20,3,0,375.41,3,Casa,Cartao_Credito,55+
M,C,12,1,0,342.13,4,Esportes,Boleto,36-45
M,B,7,4,0,961.7,1,Esportes,Cartao_Credito,26-35
F,B,8,1,1,367.31,4,Brinquedos,Cartao_Credito,51-55
M,C,17,0,0,581.02,3,Alimentos,Boleto,51-55
M,A,8,2,0,140.18,3,Casa,Boleto,26-35
M,B,10,0,1,326.67,4,Alimentos,Cartao_Credito,51-55
M,A,4,1,1,242.79,3,Casa,Cartao_Debito,26-35
M,B,20,3,0,1781.67,1,Alimentos,PIX,51-55
F,B,13,2,0,270.41,2,Roupas,Boleto,46-50
M,C,6,3,1,421.56,5,Casa,Dinheiro,36-45
F,B,12,4,0,435.26,5,Brinquedos,Cartao_Debito,46-50
F,A,8,2,1,155.45,4,Beleza,PIX,51-55
M,C,3,2,0,294.23,4,Eletronicos,Dinheiro,18-25
F,C,18,0,1,514.33,2,Brinquedos,Cartao_Credito,55+
F,B,18,1,0,424.72,4,Beleza,Cartao_Debito,55+
F,C,17,3,1,101.47,3,Eletronicos,Dinheiro,55+
F,A,7,0,0,287.09,1,Beleza,PIX,46-50
F,B,5,1,0,744.34,5,Brinquedos,Cartao_Credito,26-35
F,A,1,0,1,574.17,5,Alimentos,Cartao_Debito,26-35
F,A,15,4,1,837.83,1,Beleza,Cartao_Credito,51-55
M,C,6,2,1,223.32,3,Casa,PIX,36-45
F,C,18,3,1,870.06,4,Alimentos,Cartao_Credito,55+
F,A,18,3,0,392.82,4,Beleza,Cartao_Credito,51-55
F,A,2,1,0,1048.73,1,Beleza,Boleto,18-25
M,C,19,0,0,404.23,1,Casa,Cartao_Debito,55+
M,A,2,1,1,118.1,5,Brinquedos,Dinheiro,36-45
M,A,10,0,1,671.53,5,Esportes,Cartao_Credito,51-55
M,A,9,1,1,309.17,4,Esportes,Dinheiro,36-45
M,A,20,1,0,321.91,4,Eletronicos,Boleto,51-55
M,B,13,3,1,168.7,4,Alimentos,Boleto,55+
M,C,18,1,1,1067.76,3,Eletronicos,Dinheiro,55+
M,B,12,0,1,295.11,4,Alimentos,PIX,55+
M,B,17,4,1,1037.97,2,Casa,Cartao_Credito,55+
F,C,17,0,1,311.45,1,Beleza,PIX,55+
M,B,18,1,0,231.22,2,Brinquedos,PIX,51-55
M,C,8,1,0,890.44,2,Casa,Cartao_Credito,18-25
M,B,8,0,1,386.06,2,Esportes,Cartao_Debito,51-55
M,B,20,4,1,388.33,3,Casa,Cartao_Credito,55+
M,B,15,1,1,186.98,1,Eletronicos,Dinheiro,55+
F,C,19,3,1,306.56,3,Roupas,Cartao_Debito,55+
F,C,12,0,1,521.77,3,Alimentos,PIX,51-55
M,C,19,2,1,185.03,1,Esportes,Dinheiro,51-55
F,A,15,0,1,291.94,3,Roupas,PIX,55+
M,B,15,1,0,313.48,4,Esportes,Dinheiro,46-50
M,C,3,2,0,419.84,3,Eletronicos,Dinheiro,18-25
M,A,11,4,0,980.18,1,Casa,Cartao_Debito,36-45
M,C,15,1,1,336.98,4,Brinquedos,PIX,51-55
F,B,15,3,0,266.59,3,Beleza,Cartao_Debito,46-50
F,A,20,0,0,2096.08,3,Beleza,Cartao_Debito,55+
F,C,6,1,0,311.09,1,Beleza,PIX,26-35
M,A,6,3,0,359.82,1,Alimentos,PIX,26-35
F,B,20,2,0,325.48,1,Roupas,Boleto,55+
M,B,20,2,1,341.7,5,Casa,Cartao_Debito,55+
M,C,3,3,0,422.7,2,Esportes,Dinheiro,18-25
M,B,7,0,0,700.98,3,Esportes,Cartao_Credito,18-25
F,B,19,3,0,514.09,4,Casa,Cartao_Debito,55+
F,C,4,4,1,769.9,4,Roupas,Cartao_Debito,46-50
M,B,16,3,1,754.77,1,Eletronicos,Cartao_Debito,55+
F,C,2,1,1,457.2,5,Beleza,Boleto,46-50
F,C,3,1,0,505.62,2,Casa,PIX,0-17
F,B,16,4,1,784.65,4,Beleza,Cartao_Debito,55+
M,C,12,3,0,207.11,5,Alimentos,PIX,46-50
F,B,11,4,1,1806.1,3,Beleza,Cartao_Credito,51-55
F,A,17,4,1,296.62,1,Roupas,PIX,55+
F,A,6,2,1,326.82,3,Roupas,PIX,26-35
M,B,10,0,1,194.97,2,Casa,Dinheiro,51-55
F,A,12,1,1,198.48,5,Roupas,Boleto,51-55
M,B,15,1,1,723.73,4,Esportes,Cartao_Credito,55+
F,B,6,4,1,1575.17,5,Beleza,Cartao_Debito,26-35
M,B,13,1,1,287.05,5,Casa,PIX,51-55
M,A,9,1,1,496.9,1,Alimentos,PIX,55+
M,C,11,4,0,460.4,1,Alimentos,Cartao_Credito,36-45
M,B,18,0,1,735.2,4,Alimentos,Cartao_Credito,55+
M,A,8,3,0,1527.26,4,Eletronicos,Cartao_Debito,26-35
M,B,14,2,0,1004.84,5,Casa,Cartao_Credito,46-50
M,B,19,4,0,349.61,4,Eletronicos,PIX,55+
M,B,16,2,0,554.05,5,Esportes,Boleto,55+
F,B,20,2,1,588.06,2,Casa,Cartao_Credito,55+
F,A,12,4,0,398.59,1,Beleza,Cartao_Debito,36-45
F,C,5,4,1,209.02,1,Beleza,Boleto,26-35
M,B,20,3,0,249.82,3,Casa,Dinheiro,51-55
